event_id,ts_utc,site_id,mission_id,robot_id,agent_name,severity,event_type,error_code,payload
E000037,2026-05-20T07:38:07+00:00,SEOUL_TOWER_B,M00005,R006,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000038,2026-05-20T07:38:08+00:00,SEOUL_TOWER_B,M00005,R006,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000039,2026-05-20T07:38:14+00:00,SEOUL_TOWER_B,M00006,R011,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000040,2026-05-20T07:38:15+00:00,SEOUL_TOWER_B,M00006,R011,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000041,2026-05-20T07:38:16+00:00,SEOUL_TOWER_B,M00006,R011,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000042,2026-05-20T07:38:17+00:00,SEOUL_TOWER_B,M00006,R011,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000043,2026-05-20T07:38:18+00:00,SEOUL_TOWER_B,M00006,R011,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000044,2026-05-20T07:38:19+00:00,SEOUL_TOWER_B,M00006,R011,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000045,2026-05-20T07:38:57+00:00,SEOUL_TOWER_B,M00006,R011,fault_recovery,ERROR,MISSION_EXCEPTION,ELEV_TIMEOUT,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000046,2026-05-20T07:38:58+00:00,SEOUL_TOWER_B,M00006,R011,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000047,2026-05-20T07:36:35+00:00,SEOUL_TOWER_B,M00007,R004,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000048,2026-05-20T07:36:36+00:00,SEOUL_TOWER_B,M00007,R004,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000049,2026-05-20T07:36:37+00:00,SEOUL_TOWER_B,M00007,R004,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000050,2026-05-20T07:36:38+00:00,SEOUL_TOWER_B,M00007,R004,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000051,2026-05-20T07:36:39+00:00,SEOUL_TOWER_B,M00007,R004,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000052,2026-05-20T07:36:40+00:00,SEOUL_TOWER_B,M00007,R004,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000053,2026-05-20T07:37:18+00:00,SEOUL_TOWER_B,M00007,R004,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000054,2026-05-20T07:39:45+00:00,SEOUL_TOWER_B,M00008,R011,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000055,2026-05-20T07:39:46+00:00,SEOUL_TOWER_B,M00008,R011,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000056,2026-05-20T07:39:47+00:00,SEOUL_TOWER_B,M00008,R011,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000057,2026-05-20T07:39:48+00:00,SEOUL_TOWER_B,M00008,R011,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000058,2026-05-20T07:39:49+00:00,SEOUL_TOWER_B,M00008,R011,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000059,2026-05-20T07:39:50+00:00,SEOUL_TOWER_B,M00008,R011,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000060,2026-05-20T07:39:35+00:00,SEOUL_TOWER_B,M00008,R011,fault_recovery,WARN,MISSION_EXCEPTION,BAT_LOW,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000061,2026-05-20T07:40:29+00:00,SEOUL_TOWER_B,M00008,R011,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000062,2026-05-20T07:40:10+00:00,SEOUL_TOWER_B,M00009,R008,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000063,2026-05-20T07:40:11+00:00,SEOUL_TOWER_B,M00009,R008,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000064,2026-05-20T07:40:12+00:00,SEOUL_TOWER_B,M00009,R008,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000065,2026-05-20T07:40:13+00:00,SEOUL_TOWER_B,M00009,R008,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000066,2026-05-20T07:40:14+00:00,SEOUL_TOWER_B,M00009,R008,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000067,2026-05-20T07:40:15+00:00,SEOUL_TOWER_B,M00009,R008,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000068,2026-05-20T07:40:00+00:00,SEOUL_TOWER_B,M00009,R008,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000069,2026-05-20T07:39:47+00:00,SEOUL_TOWER_B,M00009,R008,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000070,2026-05-20T07:38:43+00:00,SEOUL_TOWER_B,M00010,R006,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000071,2026-05-20T07:38:44+00:00,SEOUL_TOWER_B,M00010,R006,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000072,2026-05-20T07:38:45+00:00,SEOUL_TOWER_B,M00010,R006,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000073,2026-05-20T07:38:46+00:00,SEOUL_TOWER_B,M00010,R006,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000074,2026-05-20T07:38:10+00:00,SEOUL_TOWER_B,M00010,R006,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000075,2026-05-20T07:38:11+00:00,SEOUL_TOWER_B,M00010,R006,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000076,2026-05-20T07:38:33+00:00,SEOUL_TOWER_B,M00010,R006,fault_recovery,ERROR,MISSION_EXCEPTION,SENSOR_WHEEL_MISMATCH,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000077,2026-05-20T07:38:20+00:00,SEOUL_TOWER_B,M00010,R006,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000078,2026-05-20T07:47:29+00:00,SEOUL_TOWER_B,M00011,R011,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000079,2026-05-20T07:47:30+00:00,SEOUL_TOWER_B,M00011,R011,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000080,2026-05-20T07:47:31+00:00,SEOUL_TOWER_B,M00011,R011,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000081,2026-05-20T07:47:32+00:00,SEOUL_TOWER_B,M00011,R011,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000082,2026-05-20T07:47:33+00:00,SEOUL_TOWER_B,M00011,R011,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000083,2026-05-20T07:47:34+00:00,SEOUL_TOWER_B,M00011,R011,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000084,2026-05-20T07:47:56+00:00,SEOUL_TOWER_B,M00011,R011,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000085,2026-05-20T07:47:43+00:00,SEOUL_TOWER_B,M00011,R011,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000086,2026-05-20T07:58:12+00:00,SEOUL_TOWER_B,M00012,R010,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000087,2026-05-20T07:58:13+00:00,SEOUL_TOWER_B,M00012,R010,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000088,2026-05-20T07:58:14+00:00,SEOUL_TOWER_B,M00012,R010,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000089,2026-05-20T07:58:15+00:00,SEOUL_TOWER_B,M00012,R010,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000090,2026-05-20T07:58:16+00:00,SEOUL_TOWER_B,M00012,R010,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000091,2026-05-20T07:58:17+00:00,SEOUL_TOWER_B,M00012,R010,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000092,2026-05-20T07:58:39+00:00,SEOUL_TOWER_B,M00012,R010,fault_recovery,ERROR,MISSION_EXCEPTION,ELEV_TIMEOUT,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000093,2026-05-20T07:58:26+00:00,SEOUL_TOWER_B,M00012,R010,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000094,2026-05-20T07:42:28+00:00,SEOUL_TOWER_B,M00013,R001,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000095,2026-05-20T07:42:29+00:00,SEOUL_TOWER_B,M00013,R001,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000096,2026-05-20T07:42:30+00:00,SEOUL_TOWER_B,M00013,R001,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000097,2026-05-20T07:42:31+00:00,SEOUL_TOWER_B,M00013,R001,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000098,2026-05-20T07:42:32+00:00,SEOUL_TOWER_B,M00013,R001,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000099,2026-05-20T07:42:33+00:00,SEOUL_TOWER_B,M00013,R001,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000100,2026-05-20T07:42:41+00:00,SEOUL_TOWER_B,M00013,R001,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000101,2026-05-20T07:58:41+00:00,SEOUL_TOWER_B,M00014,R008,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000102,2026-05-20T07:58:42+00:00,SEOUL_TOWER_B,M00014,R008,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000103,2026-05-20T07:58:43+00:00,SEOUL_TOWER_B,M00014,R008,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000104,2026-05-20T07:58:44+00:00,SEOUL_TOWER_B,M00014,R008,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000105,2026-05-20T07:58:45+00:00,SEOUL_TOWER_B,M00014,R008,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000106,2026-05-20T07:58:46+00:00,SEOUL_TOWER_B,M00014,R008,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000107,2026-05-20T07:58:15+00:00,SEOUL_TOWER_B,M00014,R008,fault_recovery,WARN,MISSION_EXCEPTION,BAT_LOW,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000108,2026-05-20T07:58:55+00:00,SEOUL_TOWER_B,M00014,R008,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000109,2026-05-20T07:55:35+00:00,SEOUL_TOWER_B,M00015,R003,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000110,2026-05-20T07:55:36+00:00,SEOUL_TOWER_B,M00015,R003,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000111,2026-05-20T07:55:00+00:00,SEOUL_TOWER_B,M00015,R003,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000112,2026-05-20T07:55:01+00:00,SEOUL_TOWER_B,M00015,R003,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000113,2026-05-20T07:55:02+00:00,SEOUL_TOWER_B,M00015,R003,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000114,2026-05-20T07:55:03+00:00,SEOUL_TOWER_B,M00015,R003,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000115,2026-05-20T07:55:09+00:00,SEOUL_TOWER_B,M00015,R003,fault_recovery,WARN,MISSION_EXCEPTION,BAT_LOW,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000116,2026-05-20T07:55:49+00:00,SEOUL_TOWER_B,M00015,R003,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000117,2026-05-20T08:03:26+00:00,SEOUL_TOWER_B,M00016,R005,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000118,2026-05-20T08:03:27+00:00,SEOUL_TOWER_B,M00016,R005,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000119,2026-05-20T08:03:28+00:00,SEOUL_TOWER_B,M00016,R005,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000120,2026-05-20T08:03:29+00:00,SEOUL_TOWER_B,M00016,R005,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000121,2026-05-20T08:03:30+00:00,SEOUL_TOWER_B,M00016,R005,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000122,2026-05-20T08:03:31+00:00,SEOUL_TOWER_B,M00016,R005,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000123,2026-05-20T08:04:16+00:00,SEOUL_TOWER_B,M00016,R005,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000124,2026-05-20T07:46:56+00:00,SEOUL_TOWER_B,M00017,R006,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000125,2026-05-20T07:46:57+00:00,SEOUL_TOWER_B,M00017,R006,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000126,2026-05-20T07:46:58+00:00,SEOUL_TOWER_B,M00017,R006,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000127,2026-05-20T07:46:59+00:00,SEOUL_TOWER_B,M00017,R006,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000128,2026-05-20T07:47:00+00:00,SEOUL_TOWER_B,M00017,R006,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000129,2026-05-20T07:47:01+00:00,SEOUL_TOWER_B,M00017,R006,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000130,2026-05-20T07:47:07+00:00,SEOUL_TOWER_B,M00017,R006,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000131,2026-05-20T07:47:47+00:00,SEOUL_TOWER_B,M00017,R006,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000132,2026-05-20T07:46:15+00:00,SEOUL_TOWER_B,M00018,R009,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000133,2026-05-20T07:46:16+00:00,SEOUL_TOWER_B,M00018,R009,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000134,2026-05-20T07:46:17+00:00,SEOUL_TOWER_B,M00018,R009,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000135,2026-05-20T07:46:18+00:00,SEOUL_TOWER_B,M00018,R009,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000136,2026-05-20T07:46:19+00:00,SEOUL_TOWER_B,M00018,R009,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000137,2026-05-20T07:46:20+00:00,SEOUL_TOWER_B,M00018,R009,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000138,2026-05-20T07:45:58+00:00,SEOUL_TOWER_B,M00018,R009,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000139,2026-05-20T08:09:06+00:00,SEOUL_TOWER_B,M00019,R007,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000140,2026-05-20T08:09:07+00:00,SEOUL_TOWER_B,M00019,R007,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000141,2026-05-20T08:09:08+00:00,SEOUL_TOWER_B,M00019,R007,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000142,2026-05-20T08:09:09+00:00,SEOUL_TOWER_B,M00019,R007,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000143,2026-05-20T08:09:10+00:00,SEOUL_TOWER_B,M00019,R007,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000144,2026-05-20T08:09:11+00:00,SEOUL_TOWER_B,M00019,R007,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000145,2026-05-20T08:08:49+00:00,SEOUL_TOWER_B,M00019,R007,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000146,2026-05-20T08:13:15+00:00,SEOUL_TOWER_B,M00020,R006,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000147,2026-05-20T08:13:16+00:00,SEOUL_TOWER_B,M00020,R006,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000148,2026-05-20T08:12:40+00:00,SEOUL_TOWER_B,M00020,R006,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000149,2026-05-20T08:12:41+00:00,SEOUL_TOWER_B,M00020,R006,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000150,2026-05-20T08:12:42+00:00,SEOUL_TOWER_B,M00020,R006,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
